clause_id,section,source_line,clause_sha256,requirement_ids,clause_text
HSD-CLAUSE-S14-007,§14,766,f35aafb11bc2e1c41f66861a1e326df4e3c007dd64401e189fd39f74ea77dd54,HSD-REQ-XLSX-007,| `ALLOWED_STRUCTURE` | `xl/styles.xml`、`xl/sharedStrings.xml`、`xl/theme/theme1.xml` | 每種 0..1；QName／attribute 必須落在 Surface 正本，theme／font display names 走 `SCAN_BLOCK` |
HSD-CLAUSE-S14-008,§14,770,9aaa20eb6e6497620f4d11b40a2a0ccf5d8df2cc304cbce1a775f0244b21a150,HSD-REQ-XLSX-008,Relationship Type 必須等於 `http://schemas.openxmlformats.org/officeDocument/2006/relationships/` 加以下 suffix：`officeDocument`、`worksheet`、`styles`、`sharedStrings`、`table`、`hyperlink`、`theme`；另允許 package core-properties、extended-properties、custom-properties 的官方 Transitional URI。除 `hyperlink` 可為 External 且必須進人工檢查外，其餘一律 Internal。Target 必須落在對應 allowlisted part；unknown Type、錯方向、錯 cardinality、dangling 或未使用 part 一律阻擋。
HSD-CLAUSE-S14-009,§14,781,a2182eac0ee333186effa9fe0050085825ef11d12ece852a4f63c75dfb621b05,HSD-REQ-XLSX-009,任何 part／relationship 未進入唯一 allowlist class，任何允許 part 內 surface 未進入唯一 surface class，或 input／output counts、Content Types、relationship graph 無法守恆，均阻止輸出。
HSD-CLAUSE-S14-010,§14,803,ee6f271a2b9dd82b86be40bc7634f6843a91b0ce027553b27ec14425a5f9ca74,HSD-REQ-XLSX-010,- 被代碼化儲存格可能改為文字型別，排序行為可能因此改變，必須在預覽揭露。
HSD-CLAUSE-S14-011,§14,804,6970212224feb66011b82821970b7b63ade52510921485b613c869422ce73cae,HSD-REQ-XLSX-011,- 第一版不發布任何有公式依賴風險的文件，因此不得用「可能影響公式」警告取代 blocker。
HSD-CLAUSE-S15-001,§15,811,f5ba49ab37eba82d87eed0b0e4432981fde880270a78ef219693ca8f8771e03d,HSD-REQ-FND-017,2. 來源永遠唯讀。
HSD-CLAUSE-S15-002,§15,814,4990d619ccb7ba11539f67676f7ca418e59b2e82c8cc2bf2115c2ebd2bbee3f6,HSD-REQ-FND-017,5. 原始檔名若含待處理資料，不得沿用到輸出。
HSD-CLAUSE-S15-003,§15,823,e9c24abe5b32f8ce70c1b381e1025d30df33e320713923784154621c9ddfd8ff,HSD-REQ-FND-017,9. Safe Package、Mapping 或 Audit 不得包含原始絕對路徑。
HSD-CLAUSE-S16-001,§16,852,e9dae0a8f384581d7f150a2b68db52c048abd8353eab551259e903297b15a622,HSD-REQ-FND-010,2. 在核准輸出根目錄的不可見 generation path `.hsd-transactions/<transaction-id>/` 建立 package staging。POSIX 使用 mode `0700`；Windows 使用 current-user-only ACL。該實體路徑就是 immutable package generation，不做跨檔案系統 final rename。
HSD-CLAUSE-S16-002,§16,857,564ecd0b266a7191d07ff23f429bd6455cb9b5e5ffba85ec8029439b97acae03,HSD-REQ-REL-001,7. 在不可見 generation path 建立完整 Safe Package，納入同格式 Shadow artifact、non-sensitive Inventory、Review Summary、Residual Report、Manifest、Package Hash 與 v1.0 規定項目；不得包含 Mapping、Key、原文、原始容器或絕對路徑。
HSD-CLAUSE-S16-003,§16,860,dfe601e173e4cf33ebe148fd0ce346854bacdef7d6af1eac54c4776936682ff5,HSD-REQ-FND-010,10. 對不可見 package、committed Audit 與 pending secure generation 執行完整 PB-EXPORT-003／004／005 final gate。
HSD-CLAUSE-S16-004,§16,863,69cdc08bb3850004052c90793b9220e1ae039e7cb21ceb9eb8a7c5eb97a611ba,HSD-REQ-REL-001,13. 只有第 12 步成功，UI 才登錄／暴露 opaque artifact ID、顯示完成頁與允許建立 inspection copy。不可見 generation path 在此之前不是使用者可操作輸出。
HSD-CLAUSE-S16-005,§16,870,6cf4a279c277b2524d8deb857fba0b200741170384aaafeed2d03810fd745a6c,HSD-REQ-FND-010,- package、journal、Audit 或 secure generation 任一無法認證：不得猜測完成，Job 進 `FAILED`，保留加密 recovery evidence。
HSD-CLAUSE-S16-006,§16,871,86a5b7e64eecb0b306f4324ff651b1439d7fd1fe49b81eace0cec9b9e47c918b,HSD-REQ-REL-001,- 每一 phase 的可觀察狀態都不得出現 UI 可用但 Mapping／Audit／package generation 不一致的 artifact。
HSD-CLAUSE-S16-007,§16,873,7b7c683bea6bcc172ce05a4cbf91da2297f727868e09b9b7f154102516e81a7a,HSD-REQ-FND-010,任一步失敗不得修改來源或既有完整輸出。
HSD-CLAUSE-S17-001,§17,879,288a4656af408f1f8e5ba690e88c4e7f469e3686941c5b28a30c8345595bdc9e,HSD-REQ-FND-013,Residual Scan 必須重新打開正式 artifact，而不是掃 preview string。
HSD-CLAUSE-S17-002,§17,881,14f5917215c875be6d09a636e2837279fc01df7c1def26ce14337c1d4ef65677,HSD-REQ-FND-015,Decision-aware residual oracle 必須逐 occurrence 保存：`entityId`、Token、來源指紋、decision、允許保留原因、輸出 locator、artifact surface hash。分類固定為：
HSD-CLAUSE-S17-003,§17,883,4db736fbc4c068386310f6b2fb1f9cc8f3161665c9c9a9a4cd8fead3f020ca97,HSD-REQ-FND-013,- `TOKENIZED_EXPECTED`：原文必須為 0，完整 Token 必須存在於預期 locator。
HSD-CLAUSE-S17-004,§17,884,e96d7db39cd14f59d2bde8c9ee5e8bacc56f6ddc719689071ca4db7c8bb671cf,HSD-REQ-FND-015,- `RETAINED_EXPLICIT`：只有使用者逐項明確保留且 reopen 後 locator／source fingerprint 相符時允許；必須計入完成頁警告。
HSD-CLAUSE-S17-005,§17,886,ed9b5cb2826aa296391a242620b510f0deef4aa9ffdd17a1da8e4ed98d12c3fc,HSD-REQ-FND-013,- `UNEXPECTED_RESIDUAL`：任何未對應 occurrence、unknown part、錯誤 locator、漏改或新出現候選，全部阻止輸出。
HSD-CLAUSE-S17-006,§17,892,21bb26ecc8208f114f87568184adff01f4e03ec9d38f105eef1c1d49ac23f900,HSD-REQ-FND-015,- OOXML 必須對全部解壓 entry 做 inventory，並以格式邏輯重建跨 XML run／shared string 的 logical text 後掃描。解壓 entry bytes 的 canary scan 是額外防線，不得用 raw grep 取代格式解析；任何一層仍出現 canary 都必須失敗。
HSD-CLAUSE-S17-007,§17,894,e60fcfa9a3bfae8858ff19a7dc778ecc5b441803a0e84d62184dd073115c20eb,HSD-REQ-FND-013,只有 `TOKENIZED_EXPECTED` 驗證成功與明確的 `RETAINED_EXPLICIT`／`MANUAL_MEDIA_ACCEPTED` 可進入 READY_TO_EXPORT。任何 `UNEXPECTED_RESIDUAL` 不得發布。
HSD-CLAUSE-S18-001,§18,902,b26e6f3208f5e977c1df6fcc4890f8808a184ac883b543f10188918aea82f7da,HSD-REQ-FND-008,Safe Package 內的權威 artifact 維持不可變。Native Open 不直接開啟權威 artifact，而是在核准輸出根目錄建立同 hash 的 opaque inspection copy，避免 Word／Excel／LibreOffice AutoSave 破壞已驗證 package。
HSD-CLAUSE-S18-002,§18,906,9c24978af7a850f7b5f6d573b074c7d60d733ed6ff73e0cc1d90057264b207ab,HSD-REQ-FND-016,1. 目錄必須 current-user-only，realpath 位於核准根目錄，父鏈不得含 symlink、junction 或 Windows reparse point。
HSD-CLAUSE-S18-003,§18,907,7f176d7aa96b3a450cb3fa0a46a0ea592c503828d1b6a6c3cc3aefca4a09c379,HSD-REQ-UX-003,2. 名稱使用至少 128-bit CSPRNG opaque ID；POSIX 以 `O_CREAT|O_EXCL|O_NOFOLLOW`，Windows 使用等價 create-new／reparse rejection，禁止覆寫既有 path。
HSD-CLAUSE-S18-004,§18,910,dc35688ffa110f05c3aa1f55c665c0928ade68a523fc7f92224ff748fa7e3b01,HSD-REQ-UX-006,5. Threat model 防止誤操作、其他 OS 帳號與不受信任／同步路徑置換。已取得同一使用者帳號權限的惡意程序可在最後 hash 與 pathname open 間競態置換，明確不在 v1.1 保證範圍；產品不得宣稱已消除此風險。若未來納入 same-user adversary，必須先提供 verified handle→trusted broker 的平台方案，否則 Native Open 為 No-Go。
HSD-CLAUSE-S18-005,§18,920,a0ea82b28e9144b95d7f35b2a383b99fa7a995ceccb02dd357d7460cf075e644,HSD-REQ-FND-008,- source／staging 路徑不可被開啟
HSD-CLAUSE-S18-006,§18,925,d664388b44e59e147e9767db8ad7dc29417bbb0140b13e31b44c10f57143066b,HSD-REQ-FND-016,File watcher 只用於快速顯示提示，不作安全證據。每次 reopen、顯示可分享路徑或複製路徑前都強制重算 inspection hash；不同即標為 `EXTERNALLY_MODIFIED_UNVERIFIED`，不得再稱為已驗證安全副本。再次分享前必須重新匯入、重掃與建立新的 Safe Package。權威 artifact hash 不受影響。
HSD-CLAUSE-S18-007,§18,929,a00f2510ff028a127421cd71f20807a8048019c6e164efaae1604ef84d5d83e4,HSD-REQ-UX-003,- 不宣稱開啟成功
HSD-CLAUSE-S19-001,§19,937,a10904205518fc77dfe1d5579a9fcbd276634ea9a6018df3293856d61ef37afc,HSD-REQ-PERF-001,以下是 v1.1 normative ceiling，所有條件同時套用，任一超限即 `HSD-LIMIT-5xx`。Phase 0 benchmark 可提出降低或正式 spec 修訂，不得在 code 中自行放寬：
HSD-CLAUSE-S19-002,§19,976,537d40d4c72e444e8f861225241e9fadb7a782ab1097bc5f705ea57e402bea68,HSD-REQ-PERF-001,"TXT 按 1 MiB detector segments 串流，但 overlap 固定為 `min(4096 UTF-16 units, max enabled detector/dictionary term length)`，且跨 segment candidate 必須去重。任何啟用的 detector／dictionary term 超過 4096 UTF-16 units 時阻擋該 Job，不以切段漏掃。CSV 以完整 decoded field 為 surface，不跨 field 偵測；超過 5 MiB 的 field 阻擋，不截斷掃描。"
HSD-CLAUSE-S19-003,§19,982,034068f95084abfa0e915e8b66b211eb31a360530b7ccf95efad032d0ffee9b6,HSD-REQ-PERF-001,- ZIP entry 做 OPC normalization，拒絕 absolute path、`..`、symlink、duplicate normalized name、Unicode／case-fold collision、重疊 local entry ranges、重複／歧義 EOCD、central-directory 與 local-header name／method／size／CRC mismatch。
HSD-CLAUSE-S19-004,§19,983,acafffcdfbfdc10cce401018bb839edd560a07f9a2676412b981508cd8bb8bae,HSD-REQ-PERF-001,- 禁止 XML external entity 與 DTD。
HSD-CLAUSE-S19-005,§19,986,b15efaa8de5fb654032baeb9b527237467f20cf7f433e04b18f43ae1cb9f6a0a,HSD-REQ-PERF-001,- 不顯示不可靠的剩餘時間。
HSD-CLAUSE-S19-006,§19,988,82f304fd25707754cd7a5d1a3047e4775f0a4a5c2d554734e6a69c552144e9b3,HSD-REQ-PERF-001,- 任一 bytes／disk／worker／Job quota 超限，原子關閉 handle 並刪除本 Job 的 partial MD、OCR temp、staging、inspection copy 與未 commit generation；不得刪除既有已完成 artifact。
HSD-CLAUSE-S19-007,§19,989,5de4f689ec28c6a06c6416896dbac97f350e3f24c8ac0881fff198f42a9cf6fa,HSD-REQ-PERF-001,- 不使用 `child_process`。
HSD-CLAUSE-S19-008,§19,990,3dbf9eb703fbf004240701b329646368039cf491f9b66751790c596d46544abf,HSD-REQ-PERF-001,- parsing 不得長時間阻塞 Obsidian UI；採可中斷 worker 或 cooperative yielding，具體方案需由 spike 證明可打包且通過 CSP／security scan。
HSD-CLAUSE-S20-001,§20,996,f0b58ea27fbd716acee8eb1bc04f14baf17335361b7dc35119f1bdd38a0c9c1b,HSD-REQ-FND-007,任何 TXT／CSV／ZIP／OOXML 套件必須先通過：
HSD-CLAUSE-S20-002,§20,1009,515731fccb5b7e71951022961f1e19d61d1aa42b63c0764aa4d82c34196a2e4c,HSD-REQ-REL-001,不得因某函式庫能快速輸出 DOCX／XLSX，就接受整份有損重新序列化。
HSD-CLAUSE-S21-001,§21,1029,d32a82bff53477b8f37fb086b57d6e3ef14760f0ad944602be8dc72711a9bc85,HSD-REQ-REL-001|HSD-REQ-UX-004|HSD-REQ-UX-005,相容矩陣必須標示「可開啟」「無修復提示」「格式差異」「公式差異」「阻擋原因」。
HSD-CLAUSE-S22-001,§22,1045,c566eb850fd841ddc5b75702031a94d2e173252018fe96272803fb44e00105c0,HSD-REQ-FND-018,錯誤訊息必須回答：發生什麼事、是否產生副本、下一步。不得在 Notice、log 或安全摘要顯示原文、完整來源路徑或完整 Token。
HSD-CLAUSE-S23-001,§23,1053,ae2ea3b867cc66386fd86bb321c0761196c8a3e8c5ce1b3ecc04a09b186d5929,HSD-REQ-FND-011,v1.0 schemas 與 Job directories 不修改、不搬移、不原地升級。v1.1 Client／Job 寫入 Secure Store 下獨立、舊版不會列舉的 sibling namespace `v11/clients/<v11-client-id>/`，不得放在任何 v1.0 Client／Job 目錄之內；v1.0 binary 只認既有路徑，因此其 recursive delete 無法觸及 v1.1 Job 或 key。
HSD-CLAUSE-S23-002,§23,1057,49cd07397ae697364cc4ce2b3eee3d1475e9c7b0850d066a2f6650772b99a623,HSD-REQ-FND-012,v1.1 UI 必須把同 display Client 的 v1.0／v1.1 key stores 視為一個刪除集合；只有 v1.1 plugin 可執行完整刪除。降級 v1.0 時，v11 namespace 不可見但仍可恢復。若使用者要求徹底刪除 v1.1 資料，必須升回 v1.1，由 PB-DELETE 確認後同時 cryptographic erase `client-v11.key` 與 v11 Jobs。
HSD-CLAUSE-S23-003,§23,1063,b11bbe3a87ed4fc7bd1219faf5bb028a66c37c047c022e28fb21174fbf7ef3e9,HSD-REQ-FND-014,| v1.1 → downgrade v1.0 | v1.0 Job 照常可用 | v1.1 Job 留在獨立 namespace，不可見、不降級寫回 |
HSD-CLAUSE-S23-004,§23,1066,2adb976969f674d299a7679fdaa4216c3d52e565cbcac222479799e4dd662088,HSD-REQ-FND-011,不允許 mixed-format Job，也不允許把 v1.0 Job in-place 改為 v1.1。若使用者想用新 adapter，建立新的 v1.1 Job；舊 Job 保持 byte-for-byte 歷史語義。
HSD-CLAUSE-S23-005,§23,1092,1461af394c781bd63babc10520813a6379ec11fe42eedc798e3edcb53dbb0565,HSD-REQ-FND-012,每個 envelope 另含 `clientId`、`jobId`、`contentId`、`format`、`adapterId`、`adapterVersion`；AAD mismatch 必須認證失敗。`minimumReaderVersion` 與 `minimumWriterVersion` 都固定 `1.1.0`，放在 v1.1 authenticated Job index，不放 v1.0 `data.json`。
HSD-CLAUSE-S23-006,§23,1098,74f662ff64a5c863837ab8b29c2af89462282b783cd9b26cf9bd390e2ee66bdb,HSD-REQ-FND-014,- Client backup 必須把 `v11/` namespace、envelopes、journal、format Mapping 與必要 adapter version manifest 納入 authenticated encrypted backup；不得包含來源或明文 extraction。
HSD-CLAUSE-S23-007,§23,1099,2918c5bd1e54a0bb23ed21c125533ea0cdecb6f5c83b60aba05186241bdae329,HSD-REQ-FND-011,- Delete／Archive 必須同時處理 v1.1 Job、inspection copies、staging 與 recovery records，並沿用 v1.0 cryptographic erasure 與 Audit 規則。
HSD-CLAUSE-S23-008,§23,1101,8f7d8a3b9fb2ce999d4bef28c7f5f0cee8c90d5896c691c52393eb89050c0056,HSD-REQ-FND-012,- v1.1 不新增同格式 artifact restore，也不新增 restore state。Result Input 與 Restore 完整維持 v1.0 `EXPORTED → RESULT_IMPORTED → READY_TO_RESTORE → RESTORING → RESTORED`、Result JSON 與 Result Vault 契約。
HSD-CLAUSE-S24-001,§24,1114,028cc5b19b27a322934c41c9b405686c364eca99e8dc3bb04a589f81c6037f48,HSD-REQ-REL-003,每一條含「必須／不得／只有／一律／禁止／永遠／不允許／不可」或非目標「- 不」的 normative line 都必須存在 Clause Register；`source_line` 只供閱讀，身份由 Clause ID＋clause hash 決定。每條 clause 至少一筆 coverage record，`Clause ID＋Requirement ID` pair 必須唯一；coverage 的 `supplemental_assertion` 必須與 clause text 完全一致，並成為所指 Acceptance test 的必要 assertion。同一 clause 只有在兩個 Gate 都直接驗該句時才可有多筆明確 coverage，不得把整個 section 的 requirements 批次掛上。新增、刪除或改寫 normative line 卻未同步 register／coverage，section 不一致，或 coverage 指向不存在／不適用的 Requirement／Acceptance，一律阻止鎖定。
HSD-CLAUSE-S24-002,§24,1116,9b7a9b6bf9a5a448b9b5306499cc9b5d9e39ac3ba12f5027fb7d6da2aa69e05c,HSD-REQ-REL-003,每個放行格式必須執行該格式列，以及 `Common`、`UX`、`Performance`、`Release` 全部 applicable rows。Traceability validator 必須證明零重複 ID、零 orphan clause／requirement、零 acceptance without section／test path、零 evidence-type mismatch、零未標示 release blocker。
HSD-CLAUSE-S24-003,§24,1118,f0c483d017d2c18d29a71709e4a42d90edbc6ff0d6936090b09297d0b2edb0a3,HSD-REQ-REL-003,Requirement ID 由 Acceptance ID 機械推導：`HSD-ACC-<GROUP>-<NNN>` 對應 `HSD-REQ-<GROUP>-<NNN>`。以下 register 規定每個 normative section 的唯一覆蓋集合；該 section 的每個「必須／不得／只有／一律」clause 都由集合內至少一個 requirement 的 expected assertion 驗收，validator 必須逐 clause 標記而非只接受 section 存在。
HSD-CLAUSE-S25-001,§25,1232,053f4dfbd81e45faf235c8473b221b98448d59307bd82f9a8aff0883711ecdd5,HSD-REQ-REL-001,No-Go：只能抽文字、靠整份重新序列化、無法完整 inventory 或必須放寬網路／來源唯讀。
HSD-CLAUSE-S25-002,§25,1244,bd98fe980093d7e5cc82d6c8d694c1d0a57015e991fcd12b45c04f6a0f713a3b,HSD-REQ-REL-002,只啟用標準安全集合。Revision、macro、encryption、OLE、external relationship、unsupported image 等 blocker 必須先存在，才能開放正常 DOCX。
HSD-CLAUSE-S25-003,§25,1256,69d22ae9c96211454674c747dffc6b9e0a69e90b35f7d33b646c960695d9bb59,HSD-REQ-REL-003,- 不支援與阻擋原因
HSD-CLAUSE-S26-001,§26,1264,07fef80914476350f9c1c225c2af4e5f6288b2f6a89326a69144b60ab3a5428d,HSD-REQ-FND-009|HSD-REQ-REL-001|HSD-REQ-REL-002|HSD-REQ-REL-003,一個格式只有全部成立才算完成：
HSD-CLAUSE-S27-001,§27,1288,cc46053896d3f8f7c88fa70925f1895e04a05bc10e72675ab294d6f36536719f,HSD-REQ-REL-002|HSD-REQ-REL-003,Hans 已核准本規格方向與連續實作。狀態固定為 `1.1.0 LOCKED`。
