package,part_pattern,namespace_uri,element_local_name,attribute_namespace_uri,attribute_local_name,node_kind,context_predicate,surface_class,locator_kind
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsids,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsid,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,themeFontLang,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,clrSchemeMapping,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,decimalSymbol,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,listSeparator,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,zoom,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,proofState,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,defaultTabStop,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,characterSpacingControl,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsid,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,themeFontLang,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,decimalSymbol,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,listSeparator,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,fonts,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,font,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,altName,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,panose1,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,charset,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,family,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pitch,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,sig,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,font,http://schemas.openxmlformats.org/wordprocessingml/2006/main,name,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,altName,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,panose1,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,charset,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,family,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pitch,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/fontTable.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,sig,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,abstractNum,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,num,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvl,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,start,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,numFmt,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvlText,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvlJc,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pStyle,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,abstractNumId,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvlOverride,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,multiLevelType,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,abstractNum,http://schemas.openxmlformats.org/wordprocessingml/2006/main,abstractNumId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,num,http://schemas.openxmlformats.org/wordprocessingml/2006/main,numId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvl,http://schemas.openxmlformats.org/wordprocessingml/2006/main,ilvl,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,start,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,numFmt,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvlJc,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pStyle,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,abstractNumId,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvlOverride,http://schemas.openxmlformats.org/wordprocessingml/2006/main,ilvl,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,multiLevelType,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pPr,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rPr,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pStyle,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rStyle,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,b,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,i,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,u,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,color,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,highlight,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,sz,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,szCs,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rFonts,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lang,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,vanish,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,qFormat,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,uiPriority,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pStyle,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rStyle,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,u,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,color,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,highlight,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,sz,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,szCs,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rFonts,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lang,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,uiPriority,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,styleSheet,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,numFmts,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,numFmt,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,fonts,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,font,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,name,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,charset,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,family,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,scheme,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,sz,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,b,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,i,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,u,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,color,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,fills,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,fill,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,patternFill,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,fgColor,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,bgColor,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,borders,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,border,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,left,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,right,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,top,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,bottom,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,diagonal,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,vertical,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,horizontal,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,start,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,end,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyleXfs,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,alignment,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,protection,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellXfs,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyles,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyle,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,dxfs,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,dxf,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyles,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,numFmts,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,numFmt,N/A,numFmtId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,numFmt,N/A,formatCode,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,fonts,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,fills,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,borders,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyleXfs,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellXfs,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyles,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,dxfs,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,color,N/A,rgb,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,color,N/A,indexed,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,color,N/A,theme,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,color,N/A,tint,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,color,N/A,auto,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,numFmtId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,fontId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,fillId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,borderId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,xfId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,applyNumberFormat,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,applyFont,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,applyFill,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,applyBorder,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,applyAlignment,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,xf,N/A,applyProtection,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,alignment,N/A,horizontal,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,alignment,N/A,vertical,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,alignment,N/A,textRotation,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,alignment,N/A,wrapText,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,alignment,N/A,shrinkToFit,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,alignment,N/A,indent,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyle,N/A,name,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyle,N/A,xfId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,cellStyle,N/A,builtinId,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyles,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyles,N/A,defaultTableStyle,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
xlsx,xl/styles.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyles,N/A,defaultPivotStyle,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/theme/theme1.xml,http://schemas.openxmlformats.org/drawingml/2006/main,theme,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
